UPC,ITEM_DESC,ANCHO,ALTO,PROFUNDO,NUM_FRENTES,MARCA,CHAROLA,E_CHAROLA_NORM
7501055304745,REFRESCO COCA-COLA 3 LT BOTELLA NO RETORNABLE COLA,11.3,36.7,11.3,2,COCA,1,0.1571
7501055340422,REFRESCO SIDRAL MUNDET 3L NR,11.45,35.849999999999994,11.45,1,MUNDET,1,0.2143
7501055304790,REFRESCO FANTA 3 LT BOTELLA NO RETORNABLE NARANJA,11.2,35.9,11.2,1,FANTA,1,0.0714
7501055303540,REFRESCO COCA-COLA 1.5 LT BOTELLA NO RETORNABLE:COLA:REGULAR,9.2,31.8,9.2,1,COCA,2,0.1429
7501055302925,REFRESCO COCACOLA 2 LT BOTELLA NO RETORNABLE COLA,10.0,34.7,10.0,1,COCA,2,0.2286
7501055320660,COCA COLA SA 2 L NR,10.3,35.5,10.3,1,COCA,2,0.1429
7501055305360,REFRESCO COCA-COLA 2 LT BOTELLA NO RETORNABLE COLA LIGHT,10.0,34.7,10.0,1,COCA,2,0.2143
7501055301386,REFRESCO FANTA 2 LT BOTELLA NR FRESA,10.3,35.5,10.3,1,FANTA,2,0.1429
75004699,REFRESCO COCA-COLA 500 ML BOTELLA VIDRIO RETORNABLE,6.6,28.5,6.6,2,COCA,3,0.3
7501055302086,REFRESCO COCA-COLA 500 ML BOTELLA VIDRIO NO RETORNABLE COLA,6.9,23.6,6.9,1,COCA,3,0.3571
7501055302819,REFRESCO FRESCA 1 LT BOTELLA NO RETORNABLE TORONJA,8.5,28.5,8.5,1,FRESCA,3,0.2143
7501055303786,REFRESCO FRESCA 600 ML BOTELLA NO RETORNABLE TORONJA,7.1,23.2,7.1,1,FRESCA,3,0.3857
7501055305629,REFRESCO SPRITE 600 ML BOTELLA NO RETORNABLE LIMA-LIMON,7.1,23.049999999999997,7.1,1,SPRITE,3,0.3857
75007614,REFRESCO COCA-COLA 600 ML BOTELLA NO RETORNABLE COLA,6.9,24.049999999999997,6.9,1,COCA,4,0.4
7501055320639,COCA COLA SA 600 ML NR,6.9,24.049999999999997,6.9,1,COCA,4,0.4
7501055305339,REFRESCO COCA-COLA 600 ML BOTELLA NO RETORNABLE COLA LIGHT,6.9,24.049999999999997,6.9,1,COCA,4,0.4
