UPC,ITEM_DESC,ANCHO,ALTO,PROFUNDO,NUM_FRENTES,MARCA,CHAROLA,E_CHAROLA_NORM
7501073800908,Penafiel Mineral 2 lt NR,10.3,34.1,10.3,1,PENAFIEL,1,0.5
21136010480,Agua mineral Topo Chico 1.5 lt botella No Retornable,9.7,31.0,9.7,1,TOPO CHICO,1,0.5
7501071120077,Squirt Toronja 2L NR,10.0,35.0,10.0,1,SQUIRT,1,0.5049
7501055304813,Fresca Toronja 3L NR,11.2,35.9,11.2,1,FRESCA,1,0.5113
7501073840843,Penafiel Sifon 1.75lt NR,10.3,37.5,10.3,1,PENAFIEL,1,0.5238
7501073839861,Penafiel Naranjada 2 lt NR,10.3,34.1,10.3,1,PENAFIEL,2,0.5539
7501055304806,Sprite Lima limon 3L NR,11.2,35.9,11.2,1,SPRITE,2,0.5292
7501073839861,Penafiel Naranjada 2 lt NR,10.3,34.1,10.3,1,PENAFIEL,2,0.5539
7501031310098,Refresco Pepsi 3 lt botella No Retornable:cola,12.5,37.5,12.5,1,PEPSI,2,0.4766
606110023863,Red Cola 1.5 Lt,9.1,33.4,9.1,1,OTRO,2,0.5476
7501055304745,Refresco CocaCola 3 lt botella No Retornable cola,11.3,36.7,11.3,2,COCA,3,0.3746
7501031311682,Refresco Pepsi 1.5 L NR:Regular,8.3,33.0,8.3,1,PEPSI,3,0.4167
7501055305247,Refresco CocaCola 2.5 lt botella No Retornable cola,10.9,36.9,10.9,1,COCA,3,0.3843
7501055304745,Refresco CocaCola 3 lt botella No Retornable cola,11.3,36.7,11.3,1,COCA,3,0.3746
7501031310098,Refresco Pepsi 3 lt botella No Retornable:cola,12.5,37.5,12.5,1,PEPSI,4,0.4766
7501031310258,Refresco Pepsi 2.5 lt botella No Retornable:cola,11.0,37.5,11.0,2,PEPSI,4,0.4461
7501031311682,Refresco Pepsi 1.5 L NR:Regular,8.3,33.0,8.3,2,PEPSI,4,0.4167
7501071120183,Squirt Toronja 600ml NR,6.7,25.0,6.7,1,SQUIRT,5,0.5016
21136010541,Agua mineral Topo Chico 600 ml botella No Retornable,7.8,20.6,7.8,1,TOPO CHICO,5,0.5419
7501505630073,Sangria casera Original 600ml NR,7.0,24.0,7.0,2,OTRO,5,0.5
7501022014585,Seven up Lima limon 600ml NR,6.7,25.0,6.7,1,OTRO,5,0.532
7501031311644,Refresco sabor cola Pepsi 1 lto botella no retornable:Regular,8.0,28.0,8.0,2,PEPSI,5,0.5057
21136010541,Agua mineral Topo Chico 600 ml botella No Retornable,7.8,20.6,7.8,1,TOPO CHICO,6,0.5419
7501073831469,Penafiel Twist Limon 600 ml NR,6.4,24.7,6.4,1,PENAFIEL,6,0.6085
7501022014912,Mirinda 600mls RA,6.6,25.0,6.6,2,MIRINDA,6,0.5771
7501055305629,Sprite Lima limon 600ml NR,7.1,23.2,7.1,1,SPRITE,6,0.5436
7501031310012,Refresco Pepsi 600 ml botella No Retornable cola,6.7,25.0,6.7,1,PEPSI,6,0.5369
7501022013052,PEPSI BLACK 600ML,6.8,24.0,6.8,1,PEPSI,6,0.5948
7501073831469,Penafiel Twist Limon 600 ml NR,6.4,24.7,6.4,1,PENAFIEL,7,0.6085
7501073839854,Penafiel Naranjada 600 ml NR,6.4,24.7,6.4,1,PENAFIEL,7,0.6175
7501022015377,Manzanita Sol PET 600ml,6.6,25.0,6.6,1,OTRO,7,0.6218
7501022015513,Manzanita Sol Manzana 400ml NR,5.8,22.0,5.8,2,OTRO,7,0.6622
7501031311620,Refresco Pepsi 500 ml botella No Retornable cola,6.5,23.0,6.5,1,PEPSI,7,0.6243
7501022014257,PEPSI KICK 500 ML,6.0,21.0,6.0,1,PEPSI,7,0.6479
7501022013052,PEPSI BLACK 600ML,6.8,24.0,6.8,1,PEPSI,7,0.5948
7501073830509,Penafiel Mineral 600 ml NR,6.4,24.7,6.4,1,PENAFIEL,8,0.6798
7501073831148,Agua mineral de manantial Penafiel 355 ml botella No Retornable:natural,6.6,17.2,6.6,1,PENAFIEL,8,0.7143
7501073839885,Penafiel Limonada 600 ml NR,6.4,24.7,6.4,1,PENAFIEL,8,0.6805
7501022013885,Seven up Lima limon 400ml NR,5.8,21.0,5.8,1,OTRO,8,0.7082
7501022016008,Mirinda RA 400ml PET 12,5.8,21.0,5.8,1,MIRINDA,8,0.7143
7501055308156,Refresco Fanta 250 ml botella No Retornablefresa,5.5,17.0,5.5,1,FANTA,8,0.6862
7501022015438,Pepsi Kick SG 473 Ml Lata 12 XD,6.6,16.3,6.6,2,PEPSI,8,0.7117
7501055304745,Refresco CocaCola 3 lt botella No Retornable cola,11.3,36.7,11.3,1,COCA,9,0.3746
7501055310227,Refresco Coca-Cola 2.5 lt botella retornable cola,11.5,36.7,11.5,1,COCA,9,0.4009
7501055302925,Refresco CocaCola 2 lt botella No Retornable cola,10.0,34.7,10.0,1,COCA,9,0.4251
7501055304745,Refresco CocaCola 3 lt botella No Retornable cola,11.3,36.7,11.3,1,COCA,10,0.3746
7501055310227,Refresco Coca-Cola 2.5 lt botella retornable cola,11.5,36.7,11.5,1,COCA,10,0.4009
7501055302925,Refresco CocaCola 2 lt botella No Retornable cola,10.0,34.7,10.0,1,COCA,10,0.4251
7501055313532,Refresco Coca Cola 1.75L NR,9.5,34.1,9.5,1,COCA,10,0.4286
7501055300952,Refresco CocaCola 1 1/4 lt botella Retornable,9.1,31.0,9.1,1,COCA,10,0.425
7501055371075,Sidral Mundet Manzana 500ml Vidrio Ret,6.72,28.3,6.72,1,MUNDET,11,0.5023
75004699,Refresco CocaCola 500 ml botella vidrio Retornable,6.6,28.5,6.6,2,COCA,11,0.5
75005061,Sprite Lima limon 500ml Ret,6.6,28.5,6.6,2,SPRITE,11,0.5
7501055302451,Refresco CocaCola 1 lt botella No Retornable cola,8.4,27.5,8.4,2,COCA,12,0.563
75007614,Refresco CocaCola 600 ml botella No Retornable cola,6.9,24.2,6.9,1,COCA,12,0.5938
7501055305339,Refresco CocaCola 600 ml botella No Retornable cola light,6.9,24.2,6.9,1,COCA,12,0.6208
75007614,Refresco CocaCola 600 ml botella No Retornable cola,6.9,24.2,6.9,1,COCA,12,0.5938
75007614,Refresco CocaCola 600 ml botella No Retornable cola,6.9,24.2,6.9,1,COCA,13,0.5938
7501055305339,Refresco CocaCola 600 ml botella No Retornable cola light,6.9,24.2,6.9,1,COCA,13,0.6208
7501055320639,Coca Cola SA 600 ml NR,6.9,24.2,6.9,1,COCA,13,0.644
7501055302086,Refresco CocaCola 500 ml botella vidrio No Retornable cola,6.9,23.5,6.9,2,COCA,13,0.6562
7501055332175,Coca Cola Regular Chubby 355ml Pet,6.5,16.5,6.5,1,COCA,13,0.6941
7501055354672,Coca-Cola 235ml VNR,5.3,18.4,5.3,2,COCA,13,0.7057
7501022009277,Refresco Pepsi 473ml lata,6.7,16.0,6.7,1,PEPSI,14,0.7108
7501055332175,Coca Cola Regular Chubby 355ml Pet,6.5,16.5,6.5,1,COCA,14,0.6941
