UPC,ITEM_DESC,ANCHO,ALTO,PROFUNDO,NUM_FRENTES,MARCA,CHAROLA,E_CHAROLA_NORM
7501073800908,PENAFIEL MINERAL 2 LT NR,10.3,34.1,10.3,1,PENAFIEL,1,0.0435
7501073839212,PENAFIEL TWIST LIMON 1 LT NR,8.0,27.9,8.0,1,PENAFIEL,1,0.0435
7501071120077,REFRESCO SQUIRT 2 LT BOTELLA NO RETORNABLE TORONJA,10.0,35.0,10.0,1,SQUIRT,1,0.0435
7501022014622,REFRESCO 7 UP 2L NR,10.0,35.0,10.0,1,OTRO,1,0.0435
7501022013069,PEPSI BLACK 1.5 LTS,8.3,33.5,8.3,1,PEPSI,1,0.0435
7501073839892,PENAFIEL LIMONADA 2 LT NR,10.3,34.1,10.3,1,PENAFIEL,2,0.087
7501073839861,PENAFIEL NARANJADA 2 LT NR,10.3,34.1,10.3,1,PENAFIEL,2,0.087
7501073841949,PENAFIEL PINADA 2 LTS,10.3,34.1,10.3,1,PENAFIEL,2,0.087
7501073841024,PENAFIEL NARANJADA 1LT NR,8.0,27.9,8.0,1,PENAFIEL,2,0.087
7501071120176,REFRESCO SQUIRT 1.5L NR TORONJA,9.0,33.0,9.0,1,SQUIRT,2,0.087
7501031310098,REFRESCO PEPSI 3 LT BOTELLA NO RETORNABLE:COLA,12.5,37.5,12.5,1,PEPSI,3,0.1304
7501071120305,REFRESCO SQUIRT 3 LT BOTELLA NO RETORNABLE TORONJA,11.8,36.1,11.8,1,SQUIRT,3,0.1304
7501055303885,REFRESCO FRESCA 2 LT BOTELLA NO RETORNABLE TORONJA,10.0,33.8,10.0,1,FRESCA,3,0.1304
7501055304813,REFRESCO FRESCA 3 LT BOTELLA NO RETORNABLE:TORONJA,11.2,35.9,11.2,1,FRESCA,3,0.1304
7501031360161,REFRESCO MANZANITA SOL 2 LT BOTELLA NO RETORNABLE MANZANA,10.0,35.0,10.0,1,OTRO,4,0.1739
7501031311682,REFRESCO PEPSI 1.5 L NR:REGULAR,8.3,33.0,8.3,1,PEPSI,4,0.1739
7501505630028,REFRESCO SANGRIA CASERA 2L NR,10.0,35.0,10.0,1,OTRO,4,0.1739
21136010480,AGUA MINERAL TOPO CHICO 1.5 LT BOTELLA NO RETORNABLE,9.7,31.0,9.7,1,TOPO CHICO,4,0.1739
7501073830028,PENAFIEL MINERAL 1 LT NR,8.0,27.9,8.0,1,PENAFIEL,5,0.2174
7501073830509,PENAFIEL MINERAL 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,5,0.2174
7501073831469,PENAFIEL TWIST LIMON 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,5,0.2174
7501073842007,PENAFIEL TWIST PEPINO LIMON 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,5,0.2174
7501073842274,PENAFIEL MINERAL COCO 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,5,0.2174
7501073839885,PENAFIEL LIMONADA 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,5,0.2174
7501073839854,PENAFIEL NARANJADA 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,5,0.2174
7501073845015,SCHWEPPES MINERAL 600ML,7.0,24.3,7.0,1,SCHWEPPES,6,0.2609
7501073841925,PENAFIEL PINADA 600ML NR,6.7,24.5,6.7,1,PENAFIEL,6,0.2609
7501073842670,PENAFIEL MANGADA 600ML NR,6.7,24.5,6.7,1,PENAFIEL,6,0.2609
7501073831933,PENAFIEL SANGRIA 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,6,0.2609
7501198355581,DR PEPPER CREAM SODA 600 ML,8.9,24.2,8.9,1,DR PEPPER,6,0.2609
7501198350418,DR PEPPER 600 ML NR,6.6,24.9,6.6,1,DR PEPPER,6,0.2609
7501073833722,SCHWEPPES GINGER ALE 600 ML NR,6.6,24.9,6.6,1,SCHWEPPES,6,0.2609
7501073844193,PENAFIEL PINADA 400ML,6.0,20.8,5.0,1,PENAFIEL,7,0.3043
7501073840607,PENAFIEL TORONJADA 600 ML NR,6.7,24.5,6.7,1,PENAFIEL,7,0.3043
7501441610412,JARRITOS TUTTI FRUTTI 600ML.,6.8,26.0,6.8,1,OTRO,7,0.3043
7501505630073,REFRESCO SANGRIA CASERA 600 ML NO RETORNABLE BOTELLA:UVA,7.0,24.0,7.0,1,OTRO,7,0.3043
7501071120183,REFRESCO SQUIRT 600 ML BOTELLA NO RETORNABLE TORONJA,6.7,25.0,6.7,1,SQUIRT,7,0.3043
