UPC,ITEM_DESC,ANCHO,ALTO,PROFUNDO,NUM_FRENTES,MARCA,CHAROLA,E_CHAROLA_NORM
7501073800908,Penafiel Mineral 2 lt NR,10.3,34.1,10.3,1,PENAFIEL,1,0.5
21136010480,Agua mineral Topo Chico 1.5 lt botella No Retornable,9.7,31.0,9.7,2,TOPO CHICO,1,0.5088
30385815005,Aguas de Lourdes Mineral 1.5 LTS,9.5,30.0,9.5,1,OTRO,1,0.5
21136010480,Agua mineral Topo Chico 1.5 lt botella No Retornable,9.7,31.0,9.7,1,TOPO CHICO,2,0.5088
7501071120077,Squirt Toronja 2L NR,10.0,35.0,10.0,1,SQUIRT,2,0.5263
7501055304813,Fresca Toronja 3L NR,11.2,35.9,11.2,1,FRESCA,2,0.5263
7501055379934,FRESCA FUSION 1.75L NR,9.95,33.2,9.95,1,FRESCA,3,0.4474
7501022015384,Manzanita Sol PET 1.5 Lts,9.0,34.0,9.0,1,OTRO,3,0.4605
7501073839861,Penafiel Naranjada 2 lt NR,10.3,34.1,10.3,1,PENAFIEL,3,0.4474
7501073831988,Penafiel Manzanita 2L NR,10.3,34.1,10.3,1,PENAFIEL,3,0.4474
7501071120176,Squirt Toronja 1.5L NR,9.0,33.0,9.0,1,SQUIRT,4,0.4737
7501055311804,Fresca Toronja 2.5L NR,11.5,36.7,11.5,1,FRESCA,4,0.4737
7501055321919,Agua ciel gasificada Sifon 1.75 Lt botella NR,10.8,33.4,10.8,1,CIEL,4,0.4737
744886195466,Aga Manzana 2.5L NR,11.0,36.1,11.0,1,OTRO,4,0.4737
7501022015384,Manzanita Sol PET 1.5 Lts,9.0,34.0,9.0,1,OTRO,4,0.4605
7501073833739,Schwepes Ginger Ale 1Lt NR,8.3,28.3,8.3,1,OTRO,5,0.5
7501071120183,Squirt Toronja 600ml NR,6.7,25.0,6.7,1,SQUIRT,5,0.5
7501055303786,Fresca Toronja 600ml NR,7.1,23.2,7.1,1,FRESCA,5,0.5
7501055379927,FRESCA FUSION 600ML NR,7.1,23.5,7.1,1,FRESCA,5,0.5
7501055303786,Fresca Toronja 600ml NR,7.1,23.2,7.1,1,FRESCA,5,0.5
